-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2013 through 12/31/2022 
Location: Latitude  4.8872   Longitude -73.3684 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1547.25 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2019,1,3,10,85.0,4.13,116.66,4.92
2019,1,3,11,84.93,4.18,119.05,4.9
2019,1,3,12,84.84,4.06,120.51,4.73
2019,1,3,13,84.76,3.91,121.94,4.59
2019,1,3,14,84.71,3.71,122.45,4.39
2019,1,3,15,84.71,3.37,122.03,4.05
2019,1,3,16,84.74,2.71,119.89,3.38
2019,1,3,17,84.8,1.45,115.6,2.33
2019,1,3,18,84.87,0.91,91.47,1.48
2019,1,3,19,84.91,0.81,36.76,1.26
2019,1,3,20,84.94,0.96,357.21,1.56
2019,1,3,21,84.95,1.05,347.52,1.71
2019,1,3,22,84.95,1.02,356.92,1.7
2019,1,3,23,84.92,0.97,359.08,1.56
2019,1,4,0,84.86,0.83,350.8,1.31
2019,1,4,1,84.81,0.71,345.96,1.11
2019,1,4,2,84.8,0.63,350.66,0.94
2019,1,4,3,84.83,0.65,12.53,1.0
2019,1,4,4,84.86,0.79,20.75,1.22
2019,1,4,5,84.91,0.95,27.41,1.51
2019,1,4,6,84.99,0.93,30.22,1.58
2019,1,4,7,85.08,1.17,62.58,1.72
2019,1,4,8,85.12,1.98,82.99,2.73
2019,1,4,9,85.11,2.47,97.82,3.15
2019,1,4,10,85.09,2.69,107.96,3.17
2019,1,4,11,85.03,2.81,114.5,3.16
2019,1,4,12,84.91,2.86,116.08,3.15
2019,1,4,13,84.79,2.96,115.62,3.32
2019,1,4,14,84.73,3.11,114.18,3.62
2019,1,4,15,84.74,3.21,113.82,3.91
2019,1,4,16,84.78,3.07,113.43,3.98
2019,1,4,17,84.84,1.89,113.7,3.21
2019,1,4,18,84.88,1.24,106.04,2.89
2019,1,4,19,84.94,1.18,93.41,2.79
2019,1,4,20,84.98,1.09,78.85,2.47
2019,1,4,21,85.0,1.06,63.81,2.26
2019,1,4,22,85.0,0.99,39.23,1.87
2019,1,4,23,84.96,0.97,15.38,1.74
2019,1,5,0,84.9,1.09,11.95,1.76
2019,1,5,1,84.85,1.07,13.03,1.61
2019,1,5,2,84.84,0.96,11.22,1.38
2019,1,5,3,84.85,0.81,11.75,1.14
2019,1,5,4,84.9,0.65,6.87,0.93
2019,1,5,5,84.97,0.7,352.95,1.02
2019,1,5,6,85.04,0.88,349.29,1.45
2019,1,5,7,85.09,1.08,43.25,1.68
2019,1,5,8,85.1,2.03,79.6,2.8
2019,1,5,9,85.08,2.39,95.64,3.03
2019,1,5,10,85.04,2.68,105.53,3.17
2019,1,5,11,84.97,2.91,111.4,3.32
2019,1,5,12,84.87,3.03,118.15,3.34
2019,1,5,13,84.78,3.27,124.6,3.61
2019,1,5,14,84.72,3.58,126.84,4.09
2019,1,5,15,84.72,3.63,126.77,4.39
2019,1,5,16,84.76,3.18,125.8,4.09
2019,1,5,17,84.81,2.05,124.9,3.15
2019,1,5,18,84.89,1.35,120.11,2.92
2019,1,5,19,84.96,1.24,109.12,2.64
2019,1,5,20,85.0,1.18,96.09,2.35
2019,1,5,21,85.0,1.02,82.93,1.9
2019,1,5,22,84.99,0.97,72.59,1.78
2019,1,5,23,84.96,0.92,68.47,1.91
2019,1,6,0,84.89,0.88,58.43,1.9
2019,1,6,1,84.83,0.86,42.41,1.85
2019,1,6,2,84.81,0.82,35.67,1.73
2019,1,6,3,84.82,0.85,42.38,1.72
2019,1,6,4,84.86,0.94,44.66,1.87
2019,1,6,5,84.91,1.08,45.88,2.06
2019,1,6,6,84.98,0.98,38.87,2.01
2019,1,6,7,85.03,1.5,56.89,2.32
2019,1,6,8,85.06,2.1,77.98,2.74
2019,1,6,9,85.05,2.48,96.5,3.05
2019,1,6,10,85.04,2.68,109.23,3.07
2019,1,6,11,84.98,2.87,116.36,3.16
2019,1,6,12,84.89,2.85,119.24,3.08
2019,1,6,13,84.79,2.71,120.11,2.95
2019,1,6,14,84.74,2.61,119.94,2.92
2019,1,6,15,84.74,2.57,120.7,3.0
2019,1,6,16,84.78,2.35,123.74,2.97
2019,1,6,17,84.84,1.38,125.31,2.38
2019,1,6,18,84.9,1.04,108.84,1.83
2019,1,6,19,84.96,0.87,82.81,1.46
2019,1,6,20,84.98,0.8,49.34,1.29
2019,1,6,21,84.98,0.86,18.6,1.35
2019,1,6,22,84.95,0.94,358.09,1.46
2019,1,6,23,84.91,0.93,348.88,1.45
2019,1,7,0,84.84,0.9,343.3,1.34
2019,1,7,1,84.77,0.84,343.76,1.19
2019,1,7,2,84.74,0.69,339.52,0.93
2019,1,7,3,84.77,0.59,316.61,0.78
2019,1,7,4,84.82,0.65,303.31,0.87
2019,1,7,5,84.88,0.51,326.31,0.65
2019,1,7,6,84.95,0.66,10.91,0.97
2019,1,7,7,85.04,1.16,51.28,1.85
2019,1,7,8,85.09,1.99,66.15,2.77
2019,1,7,9,85.07,2.35,79.06,3.07
2019,1,7,10,85.01,2.46,91.27,3.03
2019,1,7,11,84.91,2.58,98.35,3.09
2019,1,7,12,84.78,2.66,102.89,3.16
2019,1,7,13,84.67,2.54,109.94,3.02
2019,1,7,14,84.62,2.37,123.17,2.88
2019,1,7,15,84.63,2.29,133.06,2.98
2019,1,7,16,84.68,1.9,133.67,2.78
2019,1,7,17,84.74,1.11,131.57,2.04
2019,1,7,18,84.81,0.66,129.72,1.13
2019,1,7,19,84.87,0.31,69.27,0.54
2019,1,7,20,84.91,0.64,348.0,1.09
2019,1,7,21,84.91,0.97,323.5,1.68
2019,1,7,22,84.89,1.15,320.49,1.8
2019,1,7,23,84.85,1.19,321.11,1.75
2019,1,8,0,84.79,1.19,320.05,1.74
2019,1,8,1,84.74,1.17,318.53,1.76
2019,1,8,2,84.74,1.17,317.7,1.79
2019,1,8,3,84.76,1.2,316.85,1.86
2019,1,8,4,84.79,1.19,314.2,1.98
2019,1,8,5,84.85,0.99,315.32,2.01
2019,1,8,6,84.94,0.82,316.92,1.82
2019,1,8,7,85.04,0.5,20.97,0.85
2019,1,8,8,85.07,1.49,94.21,1.86
2019,1,8,9,85.05,2.18,106.88,2.6
2019,1,8,10,85.02,2.49,114.47,2.8
2019,1,8,11,84.95,2.75,121.75,2.99
2019,1,8,12,84.84,2.9,127.12,3.14
2019,1,8,13,84.73,2.93,131.11,3.26
2019,1,8,14,84.66,2.87,131.69,3.35
2019,1,8,15,84.66,2.65,129.13,3.32
2019,1,8,16,84.68,2.24,125.47,3.05
2019,1,8,17,84.74,1.53,121.66,2.58
2019,1,8,18,84.81,0.95,114.87,2.03
2019,1,8,19,84.9,0.69,109.05,1.44
2019,1,8,20,84.95,0.4,111.6,0.63
2019,1,8,21,84.97,0.17,243.43,0.45
2019,1,8,22,84.96,0.74,267.59,1.3
2019,1,8,23,84.92,1.06,268.32,1.8
2019,1,9,0,84.86,1.13,268.81,1.87
2019,1,9,1,84.8,0.99,267.73,1.63
2019,1,9,2,84.77,0.77,262.44,1.34
2019,1,9,3,84.78,0.73,265.08,1.34
2019,1,9,4,84.8,0.66,268.64,1.33
2019,1,9,5,84.83,0.52,283.83,1.15
2019,1,9,6,84.9,0.66,325.56,1.17
2019,1,9,7,84.97,0.54,18.7,1.06
2019,1,9,8,85.01,1.17,78.09,1.68
2019,1,9,9,85.02,1.89,100.71,2.33
2019,1,9,10,84.98,2.23,114.86,2.46
2019,1,9,11,84.9,2.44,126.28,2.57
2019,1,9,12,84.8,2.55,132.14,2.79
2019,1,9,13,84.72,2.43,133.18,2.81
2019,1,9,14,84.67,2.2,131.4,2.67
2019,1,9,15,84.67,1.94,127.47,2.52
2019,1,9,16,84.7,1.69,126.34,2.32
2019,1,9,17,84.74,1.06,128.13,1.71
2019,1,9,18,84.8,0.4,130.24,1.0
2019,1,9,19,84.85,0.24,5.71,0.61
2019,1,9,20,84.88,0.62,352.79,0.84
2019,1,9,21,84.88,0.68,334.31,0.92
2019,1,9,22,84.86,0.71,311.01,0.94
2019,1,9,23,84.81,0.98,295.54,1.33
2019,1,10,0,84.73,1.34,296.27,1.9
2019,1,10,1,84.65,1.59,300.34,2.35
2019,1,10,2,84.62,1.71,302.67,2.54
2019,1,10,3,84.64,1.81,303.9,2.69
2019,1,10,4,84.68,1.88,305.54,2.84
2019,1,10,5,84.74,1.9,307.67,2.93
2019,1,10,6,84.82,1.75,309.58,2.95
2019,1,10,7,84.9,1.29,317.7,2.33
2019,1,10,8,84.93,0.8,20.56,1.41
2019,1,10,9,84.9,0.97,81.22,1.39
2019,1,10,10,84.85,1.29,109.09,1.41
2019,1,10,11,84.77,1.71,122.31,1.68
2019,1,10,12,84.67,2.05,128.35,2.08
2019,1,10,13,84.6,2.29,130.43,2.49
2019,1,10,14,84.57,2.37,130.58,2.75
2019,1,10,15,84.59,2.3,127.41,2.87
2019,1,10,16,84.62,1.99,122.82,2.68
2019,1,10,17,84.67,1.35,117.6,2.18
2019,1,10,18,84.74,0.71,105.42,1.47
2019,1,10,19,84.81,0.5,84.64,1.1
2019,1,10,20,84.86,0.46,51.95,1.02
2019,1,10,21,84.87,0.51,21.48,1.03
2019,1,10,22,84.86,0.68,-0.0,1.1
2019,1,10,23,84.84,0.84,347.64,1.23
2019,1,11,0,84.77,1.01,341.42,1.41
2019,1,11,1,84.7,1.2,338.61,1.66
2019,1,11,2,84.66,1.39,339.63,1.93
2019,1,11,3,84.65,1.57,342.37,2.19
2019,1,11,4,84.68,1.7,340.65,2.38
2019,1,11,5,84.74,1.76,337.87,2.51
2019,1,11,6,84.84,1.58,336.99,2.49
2019,1,11,7,84.93,0.95,9.46,1.58
2019,1,11,8,84.99,1.68,86.54,2.24
2019,1,11,9,84.99,2.39,101.68,2.96
2019,1,11,10,84.96,2.82,109.09,3.38
2019,1,11,11,84.89,3.03,113.86,3.59
2019,1,11,12,84.8,3.04,117.42,3.61
2019,1,11,13,84.7,2.94,119.63,3.56
2019,1,11,14,84.65,2.85,119.24,3.55
2019,1,11,15,84.65,2.65,117.92,3.48
2019,1,11,16,84.67,2.2,116.57,3.12
2019,1,11,17,84.72,1.32,113.82,2.74
2019,1,11,18,84.8,1.21,107.62,2.53
2019,1,11,19,84.88,1.15,100.17,2.22
2019,1,11,20,84.94,0.88,85.41,1.62
2019,1,11,21,84.96,0.64,50.91,1.08
2019,1,11,22,84.96,0.52,28.47,1.11
2019,1,11,23,84.93,0.52,31.55,1.22
2019,1,12,0,84.88,0.54,37.37,1.22
2019,1,12,1,84.81,0.54,35.54,1.15
2019,1,12,2,84.76,0.58,20.38,1.02
2019,1,12,3,84.75,0.55,19.98,0.89
2019,1,12,4,84.77,0.56,17.93,0.9
2019,1,12,5,84.82,0.71,15.86,1.18
2019,1,12,6,84.89,0.75,25.77,1.38
2019,1,12,7,84.98,1.0,67.86,1.45
2019,1,12,8,85.04,2.02,95.11,2.61
2019,1,12,9,85.05,2.99,104.83,3.72
2019,1,12,10,85.03,3.55,109.95,4.34
2019,1,12,11,84.98,3.77,112.95,4.6
2019,1,12,12,84.89,3.77,114.87,4.59
2019,1,12,13,84.8,3.7,116.29,4.56
2019,1,12,14,84.75,3.6,117.85,4.52
2019,1,12,15,84.75,3.41,120.38,4.44
2019,1,12,16,84.76,2.89,122.74,3.86
2019,1,12,17,84.79,1.65,127.68,2.59
2019,1,12,18,84.85,1.01,129.01,2.32
2019,1,12,19,84.92,0.86,128.01,1.89
2019,1,12,20,84.97,0.83,127.73,1.51
2019,1,12,21,84.98,0.83,123.09,1.4
2019,1,12,22,84.97,0.81,117.55,1.3
2019,1,12,23,84.94,0.8,117.32,1.34
2019,1,13,0,84.89,0.88,106.99,1.5
2019,1,13,1,84.81,0.93,93.85,1.6
2019,1,13,2,84.76,1.02,85.16,1.76
2019,1,13,3,84.76,1.0,80.1,1.79
2019,1,13,4,84.8,1.0,65.44,1.79
2019,1,13,5,84.86,0.83,54.21,1.56
2019,1,13,6,84.93,0.73,45.87,1.48
2019,1,13,7,85.01,1.46,71.27,2.05
2019,1,13,8,85.05,2.28,91.57,2.94
2019,1,13,9,85.04,2.89,103.77,3.43
2019,1,13,10,85.0,3.22,110.15,3.69
2019,1,13,11,84.94,3.51,113.37,3.95
2019,1,13,12,84.85,3.79,116.93,4.26
2019,1,13,13,84.76,4.1,119.35,4.69
2019,1,13,14,84.72,4.25,120.01,5.05
2019,1,13,15,84.72,4.04,118.8,5.07
2019,1,13,16,84.76,3.37,117.16,4.46
2019,1,13,17,84.81,2.03,116.57,3.33
2019,1,13,18,84.87,1.49,111.58,3.2
2019,1,13,19,84.94,1.33,102.57,3.0
2019,1,13,20,84.99,1.09,89.18,2.64
2019,1,13,21,84.99,0.95,72.31,2.41
2019,1,13,22,84.98,0.96,58.64,2.34
2019,1,13,23,84.95,1.01,49.69,2.28
2019,1,14,0,84.9,1.02,39.69,2.17
2019,1,14,1,84.85,1.04,33.33,2.13
2019,1,14,2,84.81,1.07,33.69,2.1
2019,1,14,3,84.82,1.09,38.6,2.05
2019,1,14,4,84.85,1.07,39.97,1.95
2019,1,14,5,84.9,1.2,36.5,2.06
2019,1,14,6,84.96,1.42,46.11,2.49
2019,1,14,7,85.04,1.96,71.93,3.16
2019,1,14,8,85.08,2.87,84.38,3.88
2019,1,14,9,85.06,3.27,94.52,4.17
2019,1,14,10,85.03,3.52,102.06,4.28
2019,1,14,11,84.97,3.67,108.63,4.35
2019,1,14,12,84.88,3.74,113.51,4.39
2019,1,14,13,84.79,3.77,117.1,4.43
2019,1,14,14,84.74,3.65,118.82,4.44
2019,1,14,15,84.75,3.33,117.53,4.24
2019,1,14,16,84.78,2.67,115.29,3.69
2019,1,14,17,84.82,1.49,113.75,2.84
2019,1,14,18,84.87,1.24,97.62,2.23
2019,1,14,19,84.93,1.04,59.4,1.67
2019,1,14,20,84.97,1.1,16.11,1.79
2019,1,14,21,84.97,0.98,358.18,2.13
2019,1,14,22,84.95,0.99,355.91,2.17
2019,1,14,23,84.91,0.95,356.72,1.91
2019,1,15,0,84.85,0.89,8.06,1.57
2019,1,15,1,84.8,0.84,14.55,1.42
2019,1,15,2,84.78,0.87,21.04,1.44
2019,1,15,3,84.8,0.95,25.73,1.56
2019,1,15,4,84.85,1.08,25.82,1.75
2019,1,15,5,84.9,1.23,22.48,2.0
2019,1,15,6,84.97,1.21,21.12,2.14
2019,1,15,7,85.05,1.61,44.8,2.27
2019,1,15,8,85.1,2.4,77.19,3.19
2019,1,15,9,85.09,3.08,93.78,3.86
2019,1,15,10,85.06,3.32,104.46,3.99
2019,1,15,11,85.0,3.45,111.97,4.04
2019,1,15,12,84.92,3.52,117.25,4.07
2019,1,15,13,84.83,3.47,121.18,4.04
2019,1,15,14,84.77,3.29,123.39,3.87
2019,1,15,15,84.75,3.01,123.15,3.67
2019,1,15,16,84.77,2.45,121.06,3.3
2019,1,15,17,84.81,1.43,120.64,2.58
2019,1,15,18,84.85,1.22,108.67,1.96
2019,1,15,19,84.92,0.85,69.57,1.28
2019,1,15,20,85.0,0.86,20.74,1.21
2019,1,15,21,85.02,0.99,0.45,1.43
2019,1,15,22,85.01,1.03,355.24,1.57
2019,1,15,23,84.98,1.07,0.42,1.68
2019,1,16,0,84.94,1.14,6.3,1.76
2019,1,16,1,84.89,1.18,4.92,1.83
2019,1,16,2,84.85,1.24,6.14,1.88
2019,1,16,3,84.84,1.26,5.71,1.89
2019,1,16,4,84.87,1.24,5.42,1.86
2019,1,16,5,84.91,1.19,5.64,1.76
2019,1,16,6,84.97,1.07,9.26,1.68
2019,1,16,7,85.05,1.2,54.03,1.75
2019,1,16,8,85.11,2.36,83.93,3.22
2019,1,16,9,85.11,3.15,95.13,4.08
2019,1,16,10,85.09,3.56,103.06,4.46
2019,1,16,11,85.04,3.67,109.28,4.48
2019,1,16,12,84.97,3.67,113.89,4.39
2019,1,16,13,84.88,3.63,117.01,4.32
2019,1,16,14,84.81,3.56,119.26,4.32
2019,1,16,15,84.79,3.31,119.71,4.17
2019,1,16,16,84.81,2.64,119.22,3.59
2019,1,16,17,84.84,1.47,119.71,2.81
2019,1,16,18,84.89,1.26,111.01,2.35
2019,1,16,19,84.96,1.19,97.17,2.09
2019,1,16,20,85.03,1.04,78.35,1.83
2019,1,16,21,85.06,0.93,60.43,1.62
2019,1,16,22,85.06,0.89,48.2,1.53
2019,1,16,23,85.03,0.93,47.05,1.61
2019,1,17,0,84.98,1.02,51.82,1.75
2019,1,17,1,84.92,0.98,50.49,1.62
2019,1,17,2,84.87,0.9,46.76,1.49
2019,1,17,3,84.88,0.87,47.17,1.45
2019,1,17,4,84.91,0.8,56.62,1.36
2019,1,17,5,84.97,0.7,65.71,1.23
2019,1,17,6,85.03,0.61,62.78,1.19
2019,1,17,7,85.1,1.13,86.42,1.47
2019,1,17,8,85.14,2.48,102.94,3.19
2019,1,17,9,85.13,3.35,106.96,4.11
2019,1,17,10,85.1,3.59,110.64,4.24
2019,1,17,11,85.03,3.48,114.95,3.98
2019,1,17,12,84.93,3.43,119.02,3.84
2019,1,17,13,84.82,3.45,122.03,3.89
2019,1,17,14,84.75,3.47,122.87,4.02
2019,1,17,15,84.74,3.45,122.97,4.18
2019,1,17,16,84.78,3.15,124.6,4.1
2019,1,17,17,84.85,1.95,125.72,3.46
2019,1,17,18,84.91,1.42,124.22,3.28
2019,1,17,19,84.98,1.26,119.26,2.99
2019,1,17,20,85.02,1.17,111.94,2.62
2019,1,17,21,85.02,1.14,104.23,2.41
2019,1,17,22,84.99,1.13,95.55,2.29
2019,1,17,23,84.94,1.09,90.41,2.16
2019,1,18,0,84.88,0.95,85.28,1.71
2019,1,18,1,84.84,0.87,83.26,1.37
2019,1,18,2,84.82,0.91,76.56,1.45
2019,1,18,3,84.84,0.96,63.02,1.69
2019,1,18,4,84.87,0.92,44.31,1.72
2019,1,18,5,84.9,0.86,28.65,1.73
2019,1,18,6,84.96,0.84,38.58,1.68
2019,1,18,7,85.02,1.3,73.53,2.12
2019,1,18,8,85.07,2.54,93.35,3.31
2019,1,18,9,85.05,3.11,100.41,3.76
2019,1,18,10,85.0,3.53,105.42,4.14
2019,1,18,11,84.93,3.86,108.91,4.52
2019,1,18,12,84.84,4.07,111.54,4.8
2019,1,18,13,84.74,4.2,113.37,5.0
2019,1,18,14,84.68,4.28,114.69,5.21
2019,1,18,15,84.66,4.27,115.91,5.32
2019,1,18,16,84.69,3.86,116.41,5.01
2019,1,18,17,84.75,2.7,117.6,3.85
2019,1,18,18,84.8,1.95,119.03,3.46
2019,1,18,19,84.87,1.77,119.62,3.29
2019,1,18,20,84.92,1.36,120.68,2.77
2019,1,18,21,84.93,0.99,117.17,1.94
2019,1,18,22,84.92,0.76,111.58,1.15
2019,1,18,23,84.89,0.56,103.65,0.6
2019,1,19,0,84.85,0.38,91.19,0.43
2019,1,19,1,84.82,0.42,101.94,0.44
2019,1,19,2,84.8,0.65,111.93,0.81
2019,1,19,3,84.8,0.92,110.9,1.22
2019,1,19,4,84.83,0.93,107.07,1.17
2019,1,19,5,84.87,1.0,108.15,1.36
2019,1,19,6,84.92,1.19,104.4,1.8
2019,1,19,7,84.98,2.07,103.3,2.51
2019,1,19,8,85.07,2.95,107.91,3.66
2019,1,19,9,85.08,3.45,111.8,4.12
2019,1,19,10,85.05,3.84,114.64,4.54
2019,1,19,11,84.99,4.17,115.89,4.93
2019,1,19,12,84.89,4.38,116.02,5.23
2019,1,19,13,84.8,4.43,116.16,5.35
2019,1,19,14,84.74,4.39,115.97,5.36
2019,1,19,15,84.72,4.12,114.52,5.15
2019,1,19,16,84.75,3.46,114.37,4.44
2019,1,19,17,84.8,2.01,115.27,3.08
2019,1,19,18,84.83,1.35,108.96,2.65
2019,1,19,19,84.88,1.26,93.91,2.09
2019,1,19,20,84.93,1.02,64.22,1.59
2019,1,19,21,84.97,1.11,48.7,1.8
2019,1,19,22,84.99,1.1,46.44,1.91
2019,1,19,23,84.97,1.01,49.06,2.01
2019,1,20,0,84.9,1.0,45.95,1.96
2019,1,20,1,84.84,0.97,41.75,1.88
2019,1,20,2,84.78,0.97,41.4,1.89
2019,1,20,3,84.77,1.0,41.52,1.95
2019,1,20,4,84.8,1.03,43.15,2.04
2019,1,20,5,84.86,1.06,48.58,2.13
2019,1,20,6,84.94,1.12,59.51,2.31
2019,1,20,7,85.02,1.81,75.48,2.46
2019,1,20,8,85.08,2.87,89.84,3.8
2019,1,20,9,85.1,3.64,95.78,4.66
2019,1,20,10,85.07,3.94,100.06,4.89
2019,1,20,11,85.01,4.06,104.36,4.89
2019,1,20,12,84.92,4.05,109.48,4.8
2019,1,20,13,84.84,3.96,113.88,4.66
2019,1,20,14,84.77,3.75,115.82,4.42
2019,1,20,15,84.74,3.45,115.81,4.14
2019,1,20,16,84.75,2.96,114.61,3.71
2019,1,20,17,84.8,1.64,115.35,2.72
2019,1,20,18,84.86,1.17,103.48,1.98
2019,1,20,19,84.94,1.0,74.67,1.62
2019,1,20,20,85.0,1.05,41.67,1.67
2019,1,20,21,85.03,1.1,19.46,1.75
2019,1,20,22,85.04,1.07,5.46,1.66
2019,1,20,23,85.0,1.03,355.24,1.63
2019,1,21,0,84.93,0.98,352.71,1.61
2019,1,21,1,84.86,0.97,1.85,1.57
2019,1,21,2,84.79,1.03,3.93,1.61
2019,1,21,3,84.77,1.03,3.04,1.59
2019,1,21,4,84.81,1.08,354.62,1.67
2019,1,21,5,84.89,1.08,350.81,1.64
2019,1,21,6,84.97,0.92,1.46,1.51
2019,1,21,7,85.05,1.16,67.41,1.72
2019,1,21,8,85.11,2.25,88.01,2.92
2019,1,21,9,85.1,2.95,96.07,3.63
2019,1,21,10,85.05,3.39,102.92,4.02
2019,1,21,11,84.99,3.7,107.98,4.31
2019,1,21,12,84.9,3.97,112.07,4.65
2019,1,21,13,84.82,4.2,115.33,5.01
2019,1,21,14,84.76,4.27,117.22,5.26
2019,1,21,15,84.74,4.14,117.05,5.3
2019,1,21,16,84.76,3.47,117.08,4.66
2019,1,21,17,84.8,2.05,118.42,3.57
2019,1,21,18,84.86,1.44,113.93,3.14
2019,1,21,19,84.93,1.43,100.7,2.85
2019,1,21,20,84.99,1.31,84.19,2.5
2019,1,21,21,85.03,1.2,69.79,2.22
2019,1,21,22,85.02,1.09,56.65,1.96
2019,1,21,23,84.98,1.01,50.02,1.74
2019,1,22,0,84.92,0.97,45.98,1.64
2019,1,22,1,84.85,1.13,52.33,2.07
2019,1,22,2,84.81,1.3,56.31,2.46
2019,1,22,3,84.81,1.35,56.77,2.6
2019,1,22,4,84.86,1.21,59.8,2.46
2019,1,22,5,84.93,1.16,61.36,2.37
2019,1,22,6,85.0,0.98,60.99,1.95
2019,1,22,7,85.07,2.13,80.05,3.01
2019,1,22,8,85.12,3.42,87.78,4.69
2019,1,22,9,85.13,4.1,95.03,5.37
2019,1,22,10,85.1,4.33,101.35,5.46
2019,1,22,11,85.03,4.34,104.91,5.41
2019,1,22,12,84.93,4.21,107.49,5.21
2019,1,22,13,84.84,3.98,110.82,4.91
2019,1,22,14,84.76,3.68,114.72,4.53
2019,1,22,15,84.74,3.29,117.3,4.09
2019,1,22,16,84.77,2.66,117.09,3.5
2019,1,22,17,84.83,1.54,117.87,2.75
2019,1,22,18,84.89,1.22,110.64,2.22
2019,1,22,19,84.95,1.1,94.06,1.87
2019,1,22,20,85.0,1.04,76.59,1.8
2019,1,22,21,85.02,1.05,65.34,1.84
2019,1,22,22,85.01,0.98,57.7,1.71
2019,1,22,23,84.97,0.89,55.34,1.56
2019,1,23,0,84.91,0.89,53.23,1.48
2019,1,23,1,84.86,0.88,51.1,1.43
2019,1,23,2,84.83,1.04,56.07,1.7
2019,1,23,3,84.84,1.12,51.78,1.87
2019,1,23,4,84.88,1.09,49.67,2.0
2019,1,23,5,84.93,1.2,43.68,2.37
2019,1,23,6,84.99,1.23,48.09,2.31
2019,1,23,7,85.06,2.02,71.71,2.92
2019,1,23,8,85.09,3.16,86.46,4.34
2019,1,23,9,85.09,3.38,97.03,4.39
2019,1,23,10,85.05,3.65,105.41,4.5
2019,1,23,11,84.98,3.84,109.76,4.61
2019,1,23,12,84.9,3.82,112.0,4.56
2019,1,23,13,84.81,3.74,113.89,4.47
2019,1,23,14,84.74,3.57,115.11,4.28
2019,1,23,15,84.71,3.33,115.3,4.08
2019,1,23,16,84.74,2.78,114.76,3.66
2019,1,23,17,84.8,1.59,114.3,2.77
2019,1,23,18,84.86,1.05,104.24,2.07
2019,1,23,19,84.93,1.0,78.78,1.74
2019,1,23,20,84.98,0.96,50.97,1.63
2019,1,23,21,85.0,1.03,38.52,1.84
2019,1,23,22,84.97,1.09,37.12,2.01
2019,1,23,23,84.92,0.98,37.23,1.92
2019,1,24,0,84.85,0.82,24.13,1.78
2019,1,24,1,84.79,0.79,8.53,1.82
2019,1,24,2,84.75,0.81,8.91,1.84
2019,1,24,3,84.75,0.91,25.91,1.92
2019,1,24,4,84.79,1.03,35.39,1.96
2019,1,24,5,84.84,1.19,52.22,2.23
2019,1,24,6,84.92,1.3,66.21,2.4
2019,1,24,7,84.99,2.06,88.91,2.99
2019,1,24,8,85.05,3.03,98.15,4.13
2019,1,24,9,85.06,3.5,105.65,4.48
2019,1,24,10,85.04,3.69,110.81,4.51
2019,1,24,11,84.99,3.68,114.83,4.36
2019,1,24,12,84.91,3.59,119.02,4.15
2019,1,24,13,84.82,3.47,122.05,3.97
2019,1,24,14,84.74,3.38,123.98,3.9
2019,1,24,15,84.72,3.18,124.08,3.76
2019,1,24,16,84.75,2.64,123.78,3.31
2019,1,24,17,84.82,1.45,124.89,2.41
2019,1,24,18,84.89,1.01,115.18,1.67
2019,1,24,19,84.96,0.8,88.32,1.23
2019,1,24,20,85.02,0.7,47.25,1.06
2019,1,24,21,85.04,0.78,9.27,1.16
2019,1,24,22,85.02,0.85,346.22,1.31
2019,1,24,23,84.97,0.85,330.39,1.35
2019,1,25,0,84.9,0.9,322.04,1.48
2019,1,25,1,84.84,0.93,321.12,1.52
2019,1,25,2,84.8,0.93,329.12,1.41
2019,1,25,3,84.8,0.91,353.12,1.31
2019,1,25,4,84.83,0.94,11.03,1.36
2019,1,25,5,84.88,0.9,18.28,1.31
2019,1,25,6,84.96,0.77,17.7,1.24
2019,1,25,7,85.03,1.16,68.63,1.99
2019,1,25,8,85.1,2.29,83.53,3.16
2019,1,25,9,85.12,2.96,94.69,3.86
2019,1,25,10,85.09,3.37,103.0,4.19
2019,1,25,11,85.02,3.37,109.9,4.01
2019,1,25,12,84.92,3.23,117.25,3.69
2019,1,25,13,84.81,3.13,124.21,3.48
2019,1,25,14,84.73,3.11,128.97,3.47
2019,1,25,15,84.68,3.0,130.67,3.49
2019,1,25,16,84.7,2.63,128.74,3.38
2019,1,25,17,84.75,1.56,125.2,2.84
2019,1,25,18,84.82,1.32,113.82,2.51
2019,1,25,19,84.9,1.23,88.91,2.09
2019,1,25,20,84.97,1.06,54.31,1.71
2019,1,25,21,85.01,1.05,20.85,1.67
2019,1,25,22,85.01,1.05,358.29,1.63
2019,1,25,23,84.98,0.99,346.84,1.51
2019,1,26,0,84.92,0.93,344.91,1.37
2019,1,26,1,84.86,0.87,344.34,1.25
2019,1,26,2,84.82,0.82,342.78,1.18
2019,1,26,3,84.81,0.8,348.69,1.12
