-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2013 through 12/31/2022 
Location: Latitude  4.6993   Longitude -73.5343 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2099.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2015,7,21,8,79.73,1.5,122.86,1.62
2015,7,21,9,79.74,1.9,125.13,2.03
2015,7,21,10,79.72,2.43,130.3,2.62
2015,7,21,11,79.7,2.79,129.44,2.97
2015,7,21,12,79.65,3.04,126.22,3.23
2015,7,21,13,79.6,3.07,125.47,3.32
2015,7,21,14,79.55,2.89,126.44,3.15
2015,7,21,15,79.53,2.56,127.32,2.79
2015,7,21,16,79.53,2.28,127.18,2.52
2015,7,21,17,79.57,1.9,124.47,2.27
2015,7,21,18,79.63,1.54,118.91,2.24
2015,7,21,19,79.7,1.57,114.14,2.22
2015,7,21,20,79.76,1.3,114.42,1.75
2015,7,21,21,79.79,0.94,115.07,1.27
2015,7,21,22,79.78,0.73,114.65,0.82
2015,7,21,23,79.74,0.51,131.92,0.44
2015,7,22,0,79.68,0.56,150.55,0.6
2015,7,22,1,79.63,0.83,157.3,1.27
2015,7,22,2,79.62,1.24,146.81,2.17
2015,7,22,3,79.64,1.4,132.3,2.35
2015,7,22,4,79.67,1.7,128.66,2.6
2015,7,22,5,79.73,1.57,125.27,2.36
2015,7,22,6,79.78,1.58,123.06,2.3
2015,7,22,7,79.83,1.6,124.85,1.95
2015,7,22,8,79.86,1.76,123.19,1.92
2015,7,22,9,79.88,2.39,121.09,2.62
2015,7,22,10,79.88,3.31,116.63,3.61
2015,7,22,11,79.85,4.18,112.44,4.65
2015,7,22,12,79.78,4.87,111.96,5.46
2015,7,22,13,79.71,5.18,112.43,5.85
2015,7,22,14,79.64,5.15,112.75,5.83
2015,7,22,15,79.61,4.85,112.56,5.51
2015,7,22,16,79.61,4.25,111.47,4.86
2015,7,22,17,79.65,2.99,109.86,3.66
2015,7,22,18,79.71,1.76,106.5,2.96
2015,7,22,19,79.78,1.66,101.42,2.76
2015,7,22,20,79.86,1.69,99.59,2.65
2015,7,22,21,79.91,1.78,101.66,2.58
2015,7,22,22,79.93,1.85,104.45,2.72
2015,7,22,23,79.9,1.94,105.88,2.78
2015,7,23,0,79.84,1.89,106.79,2.74
2015,7,23,1,79.78,1.69,107.51,2.56
2015,7,23,2,79.74,1.9,105.23,2.94
2015,7,23,3,79.74,2.09,103.41,3.34
2015,7,23,4,79.76,1.89,98.3,3.16
2015,7,23,5,79.8,1.74,92.58,2.92
2015,7,23,6,79.86,1.96,89.54,2.68
2015,7,23,7,79.93,2.92,91.68,3.36
2015,7,23,8,79.97,3.79,96.51,4.4
2015,7,23,9,79.98,4.5,99.28,5.13
2015,7,23,10,79.97,4.83,100.91,5.42
2015,7,23,11,79.92,4.86,101.69,5.39
2015,7,23,12,79.85,4.8,102.61,5.27
2015,7,23,13,79.77,4.67,103.85,5.1
2015,7,23,14,79.7,4.56,104.27,5.01
2015,7,23,15,79.67,4.37,103.96,4.85
2015,7,23,16,79.68,3.98,103.38,4.5
2015,7,23,17,79.71,3.15,101.59,3.72
2015,7,23,18,79.77,2.28,94.91,3.17
2015,7,23,19,79.83,2.1,92.35,2.67
2015,7,23,20,79.89,1.98,89.32,2.52
2015,7,23,21,79.92,1.82,86.3,2.38
2015,7,23,22,79.93,1.51,81.66,2.12
2015,7,23,23,79.9,1.3,75.71,1.97
2015,7,24,0,79.85,1.29,75.29,1.96
2015,7,24,1,79.79,1.47,76.18,2.24
2015,7,24,2,79.76,1.57,76.17,2.4
2015,7,24,3,79.76,1.69,77.7,2.7
2015,7,24,4,79.78,1.82,78.84,2.98
2015,7,24,5,79.81,1.83,79.17,3.01
2015,7,24,6,79.85,2.18,85.07,3.02
2015,7,24,7,79.9,3.07,96.29,3.69
2015,7,24,8,79.94,4.08,100.26,4.89
2015,7,24,9,79.96,4.81,103.61,5.58
2015,7,24,10,79.95,5.35,106.55,6.09
2015,7,24,11,79.91,5.51,108.26,6.19
2015,7,24,12,79.85,5.48,109.05,6.08
2015,7,24,13,79.78,5.28,109.0,5.83
2015,7,24,14,79.73,4.9,108.58,5.42
2015,7,24,15,79.71,4.33,107.32,4.8
2015,7,24,16,79.71,3.67,103.8,4.15
2015,7,24,17,79.73,2.76,96.82,3.35
2015,7,24,18,79.77,1.81,80.82,2.72
2015,7,24,19,79.81,1.73,75.09,2.58
2015,7,24,20,79.87,1.68,81.15,2.5
2015,7,24,21,79.91,1.45,80.08,2.27
2015,7,24,22,79.91,1.28,72.56,2.19
2015,7,24,23,79.88,1.34,70.3,2.38
2015,7,25,0,79.82,1.39,68.2,2.44
2015,7,25,1,79.76,1.42,67.67,2.45
2015,7,25,2,79.73,1.46,67.69,2.48
2015,7,25,3,79.72,1.53,71.84,2.53
2015,7,25,4,79.73,1.53,78.23,2.41
2015,7,25,5,79.76,1.4,74.1,2.19
2015,7,25,6,79.8,1.71,85.02,2.31
2015,7,25,7,79.85,2.8,91.92,3.24
2015,7,25,8,79.89,3.6,94.73,4.1
2015,7,25,9,79.9,4.11,99.52,4.7
2015,7,25,10,79.89,4.72,102.72,5.36
2015,7,25,11,79.85,4.95,104.15,5.56
2015,7,25,12,79.78,4.93,105.36,5.47
2015,7,25,13,79.7,4.86,105.46,5.39
2015,7,25,14,79.63,4.71,104.4,5.24
2015,7,25,15,79.59,4.44,103.13,4.97
2015,7,25,16,79.58,4.02,102.34,4.6
2015,7,25,17,79.6,3.3,100.64,4.02
2015,7,25,18,79.65,2.42,92.96,3.37
2015,7,25,19,79.69,2.27,85.07,3.06
2015,7,25,20,79.73,2.19,83.86,2.73
2015,7,25,21,79.75,2.06,84.12,2.43
2015,7,25,22,79.76,1.74,82.27,2.02
2015,7,25,23,79.73,1.57,81.99,1.86
2015,7,26,0,79.68,1.48,80.89,1.8
2015,7,26,1,79.64,1.34,79.61,1.68
2015,7,26,2,79.61,1.37,79.14,1.78
2015,7,26,3,79.6,1.41,76.58,1.89
2015,7,26,4,79.61,1.33,72.63,1.85
2015,7,26,5,79.62,1.18,71.92,1.67
2015,7,26,6,79.66,1.43,83.73,1.52
2015,7,26,7,79.73,2.33,97.89,2.45
2015,7,26,8,79.8,3.55,108.2,3.99
2015,7,26,9,79.82,4.15,111.78,4.58
2015,7,26,10,79.8,4.37,113.49,4.77
2015,7,26,11,79.75,4.48,115.85,4.83
2015,7,26,12,79.67,4.62,116.96,4.96
2015,7,26,13,79.61,4.7,116.22,5.07
2015,7,26,14,79.56,4.59,114.34,4.96
2015,7,26,15,79.53,4.28,112.11,4.66
2015,7,26,16,79.54,3.67,107.86,4.07
2015,7,26,17,79.56,2.5,99.52,3.04
2015,7,26,18,79.61,1.5,83.13,2.41
2015,7,26,19,79.66,1.47,70.8,2.37
2015,7,26,20,79.7,1.48,71.18,2.35
2015,7,26,21,79.73,1.41,74.58,2.22
2015,7,26,22,79.73,1.42,78.26,2.18
2015,7,26,23,79.69,1.18,73.48,1.91
2015,7,27,0,79.63,0.93,63.65,1.67
2015,7,27,1,79.59,0.9,59.21,1.67
2015,7,27,2,79.58,0.9,59.64,1.67
2015,7,27,3,79.59,0.84,61.52,1.55
2015,7,27,4,79.62,0.79,64.71,1.45
2015,7,27,5,79.64,0.78,69.38,1.44
2015,7,27,6,79.67,1.26,94.26,1.64
2015,7,27,7,79.71,2.19,107.21,2.33
2015,7,27,8,79.73,3.13,113.82,3.48
2015,7,27,9,79.71,3.79,114.98,4.14
2015,7,27,10,79.67,4.25,113.97,4.61
2015,7,27,11,79.62,4.39,112.14,4.72
2015,7,27,12,79.56,4.38,111.67,4.69
2015,7,27,13,79.51,4.26,112.09,4.61
2015,7,27,14,79.47,4.05,112.56,4.39
2015,7,27,15,79.46,3.73,111.89,4.07
2015,7,27,16,79.48,3.37,110.07,3.77
2015,7,27,17,79.51,2.55,109.1,3.35
2015,7,27,18,79.57,2.03,106.55,3.17
2015,7,27,19,79.62,1.92,104.15,3.03
2015,7,27,20,79.67,1.53,101.48,2.55
2015,7,27,21,79.69,1.35,100.33,2.18
2015,7,27,22,79.69,1.24,99.46,1.92
2015,7,27,23,79.66,1.24,102.37,1.84
2015,7,28,0,79.6,1.25,105.16,1.85
2015,7,28,1,79.55,1.31,106.6,1.88
2015,7,28,2,79.52,1.31,105.95,1.88
2015,7,28,3,79.5,1.26,101.8,1.89
2015,7,28,4,79.5,1.2,92.99,1.85
2015,7,28,5,79.52,1.18,86.21,1.8
2015,7,28,6,79.56,1.36,87.7,1.89
2015,7,28,7,79.63,2.38,97.36,2.57
2015,7,28,8,79.68,2.99,101.93,3.35
2015,7,28,9,79.68,3.4,105.89,3.7
2015,7,28,10,79.66,3.65,110.69,3.91
2015,7,28,11,79.62,4.13,115.64,4.5
2015,7,28,12,79.57,4.67,119.14,5.19
2015,7,28,13,79.52,4.87,120.47,5.45
2015,7,28,14,79.49,4.69,121.01,5.25
2015,7,28,15,79.47,4.21,120.71,4.72
2015,7,28,16,79.47,3.6,118.96,4.08
2015,7,28,17,79.49,2.75,115.04,3.34
2015,7,28,18,79.54,1.97,107.29,3.16
2015,7,28,19,79.59,1.94,99.04,3.22
2015,7,28,20,79.65,2.02,88.67,3.52
2015,7,28,21,79.7,1.95,77.02,3.63
2015,7,28,22,79.72,2.36,69.64,4.15
2015,7,28,23,79.71,2.41,72.09,3.8
2015,7,29,0,79.67,2.41,79.53,3.52
2015,7,29,1,79.63,2.48,85.48,3.46
2015,7,29,2,79.6,2.38,89.25,3.23
2015,7,29,3,79.6,2.35,94.19,3.07
2015,7,29,4,79.62,2.3,99.59,2.95
2015,7,29,5,79.64,2.34,103.34,2.93
2015,7,29,6,79.67,2.62,106.81,3.12
2015,7,29,7,79.72,3.28,107.61,3.76
2015,7,29,8,79.77,4.11,106.68,4.85
2015,7,29,9,79.81,4.94,107.29,5.77
2015,7,29,10,79.81,5.62,109.89,6.51
2015,7,29,11,79.78,5.76,111.9,6.5
2015,7,29,12,79.74,5.47,112.32,6.04
2015,7,29,13,79.69,5.17,112.57,5.62
2015,7,29,14,79.64,4.91,113.22,5.33
2015,7,29,15,79.62,4.53,114.13,4.94
2015,7,29,16,79.63,3.89,113.58,4.3
2015,7,29,17,79.66,2.91,111.6,3.31
2015,7,29,18,79.71,1.94,105.21,2.5
2015,7,29,19,79.75,1.69,99.33,1.85
2015,7,29,20,79.81,1.35,95.64,1.54
2015,7,29,21,79.85,1.31,92.74,1.61
2015,7,29,22,79.86,1.31,88.63,1.65
2015,7,29,23,79.83,1.33,82.92,1.76
2015,7,30,0,79.77,1.31,78.62,1.78
2015,7,30,1,79.72,1.37,77.15,1.93
2015,7,30,2,79.68,1.55,78.63,2.21
2015,7,30,3,79.67,1.8,82.54,2.51
2015,7,30,4,79.68,1.86,85.42,2.46
2015,7,30,5,79.7,1.72,87.92,2.23
2015,7,30,6,79.73,2.01,95.8,2.14
2015,7,30,7,79.78,2.96,102.02,3.23
2015,7,30,8,79.82,3.75,106.47,4.31
2015,7,30,9,79.83,4.31,110.8,4.92
2015,7,30,10,79.83,4.69,113.02,5.33
2015,7,30,11,79.81,4.83,113.54,5.46
2015,7,30,12,79.75,4.7,113.07,5.25
2015,7,30,13,79.68,4.5,111.62,4.96
2015,7,30,14,79.63,4.14,110.42,4.53
2015,7,30,15,79.61,3.72,108.63,4.08
2015,7,30,16,79.62,3.35,106.11,3.79
2015,7,30,17,79.66,2.55,102.72,3.36
2015,7,30,18,79.71,2.03,95.97,3.22
2015,7,30,19,79.76,1.91,90.23,2.92
2015,7,30,20,79.82,1.44,84.07,2.24
2015,7,30,21,79.86,1.13,83.66,1.73
2015,7,30,22,79.87,1.01,86.45,1.51
2015,7,30,23,79.83,0.89,87.99,1.35
2015,7,31,0,79.77,0.63,80.07,1.01
2015,7,31,1,79.71,0.51,74.05,0.83
2015,7,31,2,79.67,0.56,76.16,0.8
2015,7,31,3,79.66,0.67,80.65,0.92
2015,7,31,4,79.67,0.73,81.35,1.02
2015,7,31,5,79.7,0.75,79.75,1.12
2015,7,31,6,79.74,0.96,90.0,1.24
2015,7,31,7,79.78,1.81,103.74,1.68
2015,7,31,8,79.8,2.93,108.97,3.22
2015,7,31,9,79.81,3.87,108.47,4.31
2015,7,31,10,79.8,4.7,106.9,5.23
2015,7,31,11,79.78,5.12,105.48,5.7
2015,7,31,12,79.72,5.14,104.44,5.68
2015,7,31,13,79.66,4.91,103.62,5.4
2015,7,31,14,79.61,4.6,102.76,5.04
2015,7,31,15,79.58,4.25,101.56,4.69
2015,7,31,16,79.58,3.85,99.94,4.35
2015,7,31,17,79.61,3.09,97.13,3.77
2015,7,31,18,79.65,2.2,91.83,3.28
2015,7,31,19,79.71,2.31,88.26,3.21
2015,7,31,20,79.76,2.24,87.21,3.04
2015,7,31,21,79.81,2.1,88.08,2.97
2015,7,31,22,79.81,1.93,89.3,2.9
2015,7,31,23,79.78,1.81,88.77,2.91
2015,8,1,0,79.71,1.58,85.75,2.81
2015,8,1,1,79.65,1.34,80.98,2.57
2015,8,1,2,79.61,1.23,72.6,2.33
2015,8,1,3,79.6,1.16,61.88,2.04
2015,8,1,4,79.6,1.14,54.78,1.88
2015,8,1,5,79.62,1.15,53.83,1.88
2015,8,1,6,79.65,1.29,69.36,1.95
2015,8,1,7,79.7,2.64,97.31,3.1
2015,8,1,8,79.75,4.12,106.17,4.83
2015,8,1,9,79.78,4.91,108.75,5.69
2015,8,1,10,79.78,5.37,108.83,6.19
2015,8,1,11,79.75,5.64,108.59,6.45
2015,8,1,12,79.68,5.67,109.06,6.45
2015,8,1,13,79.61,5.49,109.98,6.22
2015,8,1,14,79.54,5.16,110.38,5.86
2015,8,1,15,79.5,4.75,110.79,5.41
2015,8,1,16,79.49,4.23,111.21,4.9
2015,8,1,17,79.51,3.28,113.75,3.98
2015,8,1,18,79.56,2.39,115.14,3.58
2015,8,1,19,79.61,2.32,115.53,3.45
2015,8,1,20,79.68,2.05,111.48,3.07
2015,8,1,21,79.72,1.89,110.08,2.75
2015,8,1,22,79.73,1.74,109.17,2.53
2015,8,1,23,79.69,1.69,107.18,2.46
2015,8,2,0,79.62,1.66,105.8,2.35
2015,8,2,1,79.56,1.64,104.63,2.31
2015,8,2,2,79.52,1.59,101.37,2.28
2015,8,2,3,79.51,1.56,98.05,2.27
2015,8,2,4,79.53,1.49,96.94,2.21
2015,8,2,5,79.57,1.43,96.58,2.1
2015,8,2,6,79.6,1.78,101.41,1.97
2015,8,2,7,79.65,2.56,105.78,2.77
2015,8,2,8,79.67,3.44,111.56,3.89
2015,8,2,9,79.68,4.25,114.68,4.79
2015,8,2,10,79.67,4.83,115.36,5.42
2015,8,2,11,79.63,5.12,114.81,5.72
2015,8,2,12,79.57,5.2,114.1,5.8
2015,8,2,13,79.51,5.11,113.23,5.67
2015,8,2,14,79.46,4.89,112.35,5.41
2015,8,2,15,79.43,4.55,110.83,5.05
2015,8,2,16,79.44,3.99,109.22,4.49
2015,8,2,17,79.48,2.82,107.93,3.47
2015,8,2,18,79.53,1.57,103.21,2.55
2015,8,2,19,79.6,1.38,100.8,2.07
2015,8,2,20,79.66,1.18,94.19,1.88
2015,8,2,21,79.7,1.07,87.08,1.76
2015,8,2,22,79.7,1.14,79.38,1.85
2015,8,2,23,79.67,1.12,73.34,1.86
2015,8,3,0,79.61,1.17,72.53,2.02
2015,8,3,1,79.54,1.27,76.13,2.2
2015,8,3,2,79.5,1.26,77.51,2.23
2015,8,3,3,79.48,1.22,80.06,2.19
2015,8,3,4,79.48,1.12,81.19,2.03
2015,8,3,5,79.51,1.19,79.06,2.08
2015,8,3,6,79.57,1.73,83.0,2.07
2015,8,3,7,79.64,2.69,92.16,3.03
2015,8,3,8,79.69,3.83,101.4,4.41
2015,8,3,9,79.72,4.93,107.34,5.59
2015,8,3,10,79.72,5.58,110.59,6.3
2015,8,3,11,79.68,5.71,111.93,6.38
2015,8,3,12,79.61,5.56,112.13,6.17
2015,8,3,13,79.53,5.31,111.96,5.87
2015,8,3,14,79.48,5.06,111.57,5.62
2015,8,3,15,79.44,4.75,110.82,5.34
2015,8,3,16,79.45,4.36,109.38,5.04
2015,8,3,17,79.49,3.42,108.23,4.3
2015,8,3,18,79.56,2.57,104.8,4.09
2015,8,3,19,79.62,2.81,103.03,4.18
2015,8,3,20,79.68,2.71,102.64,3.83
2015,8,3,21,79.72,2.71,100.47,3.73
2015,8,3,22,79.73,2.63,97.34,3.65
2015,8,3,23,79.69,2.42,94.07,3.34
2015,8,4,0,79.63,2.08,92.15,2.87
2015,8,4,1,79.58,1.57,90.0,2.26
2015,8,4,2,79.54,1.3,86.9,1.98
2015,8,4,3,79.55,1.47,88.78,2.29
2015,8,4,4,79.58,1.59,91.13,2.47
2015,8,4,5,79.61,1.64,94.65,2.53
2015,8,4,6,79.65,2.14,102.46,2.65
2015,8,4,7,79.7,2.88,104.94,3.11
2015,8,4,8,79.74,3.89,105.96,4.44
2015,8,4,9,79.77,4.81,107.88,5.53
2015,8,4,10,79.76,5.58,108.87,6.43
2015,8,4,11,79.73,6.03,108.67,6.93
2015,8,4,12,79.67,5.93,107.41,6.78
2015,8,4,13,79.61,5.54,106.06,6.26
2015,8,4,14,79.57,4.98,104.82,5.53
2015,8,4,15,79.56,4.36,103.16,4.82
2015,8,4,16,79.58,3.71,100.2,4.16
2015,8,4,17,79.62,2.67,94.71,3.17
2015,8,4,18,79.67,1.79,88.0,2.42
2015,8,4,19,79.73,1.89,86.93,2.43
2015,8,4,20,79.78,2.08,90.0,2.66
2015,8,4,21,79.82,2.3,90.19,2.95
2015,8,4,22,79.82,2.43,89.26,3.25
2015,8,4,23,79.77,2.37,86.98,3.39
2015,8,5,0,79.69,2.22,83.53,3.34
2015,8,5,1,79.62,2.19,81.99,3.64
2015,8,5,2,79.59,2.27,83.27,3.96
2015,8,5,3,79.6,2.62,86.23,4.46
2015,8,5,4,79.64,2.71,86.69,4.34
2015,8,5,5,79.69,2.46,86.54,3.84
2015,8,5,6,79.73,2.3,86.88,3.13
2015,8,5,7,79.78,2.55,87.54,3.0
2015,8,5,8,79.81,3.18,92.67,3.65
2015,8,5,9,79.82,3.94,97.17,4.45
2015,8,5,10,79.81,4.64,99.59,5.18
2015,8,5,11,79.79,4.82,101.22,5.31
2015,8,5,12,79.73,4.66,102.2,5.07
2015,8,5,13,79.66,4.27,102.03,4.62
2015,8,5,14,79.59,3.68,100.52,3.96
2015,8,5,15,79.53,3.11,99.11,3.34
2015,8,5,16,79.54,3.03,99.2,3.36
2015,8,5,17,79.6,2.61,98.28,3.49
2015,8,5,18,79.66,2.17,94.75,3.52
2015,8,5,19,79.71,1.96,95.94,2.87
2015,8,5,20,79.76,1.88,99.11,2.35
2015,8,5,21,79.8,1.85,97.03,2.12
2015,8,5,22,79.8,1.84,91.46,2.08
2015,8,5,23,79.75,1.88,89.76,2.17
2015,8,6,0,79.67,1.99,91.35,2.26
2015,8,6,1,79.6,1.99,92.92,2.25
2015,8,6,2,79.56,1.85,92.67,2.11
2015,8,6,3,79.56,1.79,93.76,2.12
2015,8,6,4,79.58,1.65,92.98,2.11
2015,8,6,5,79.61,1.69,93.44,2.24
2015,8,6,6,79.64,1.97,96.14,2.1
2015,8,6,7,79.68,2.73,102.24,2.86
2015,8,6,8,79.7,3.41,109.56,3.76
2015,8,6,9,79.69,4.06,115.92,4.46
2015,8,6,10,79.67,4.59,118.14,5.02
2015,8,6,11,79.62,4.81,117.27,5.22
2015,8,6,12,79.56,4.78,115.23,5.15
2015,8,6,13,79.49,4.64,112.46,4.97
2015,8,6,14,79.43,4.36,110.22,4.66
2015,8,6,15,79.4,3.95,108.22,4.27
2015,8,6,16,79.4,3.38,107.76,3.79
2015,8,6,17,79.44,2.48,109.29,3.27
2015,8,6,18,79.51,1.83,109.21,2.98
2015,8,6,19,79.56,2.09,106.95,3.46
2015,8,6,20,79.61,2.02,106.83,3.35
2015,8,6,21,79.64,2.0,107.23,3.29
2015,8,6,22,79.64,1.9,107.02,3.18
2015,8,6,23,79.6,1.88,106.4,3.37
2015,8,7,0,79.56,1.85,105.45,3.5
2015,8,7,1,79.51,1.71,100.02,3.28
2015,8,7,2,79.48,1.89,96.89,3.46
2015,8,7,3,79.46,2.32,97.34,3.73
2015,8,7,4,79.45,2.44,98.83,3.67
2015,8,7,5,79.51,1.81,86.28,3.06
2015,8,7,6,79.57,1.76,80.29,2.45
2015,8,7,7,79.6,2.62,93.93,2.98
2015,8,7,8,79.6,3.33,101.92,3.73
2015,8,7,9,79.63,3.56,103.21,3.88
2015,8,7,10,79.64,3.82,105.32,4.08
2015,8,7,11,79.62,4.28,107.87,4.58
2015,8,7,12,79.56,4.49,109.63,4.85
2015,8,7,13,79.5,4.46,109.96,4.87
2015,8,7,14,79.45,4.36,110.03,4.8
2015,8,7,15,79.43,4.13,109.33,4.63
2015,8,7,16,79.44,3.58,108.71,4.12
2015,8,7,17,79.47,2.52,107.14,3.16
2015,8,7,18,79.52,1.71,102.64,2.83
2015,8,7,19,79.57,1.66,97.86,2.74
2015,8,7,20,79.62,1.56,92.3,2.51
2015,8,7,21,79.65,1.3,88.96,2.0
2015,8,7,22,79.66,1.09,88.35,1.63
2015,8,7,23,79.63,0.93,84.24,1.5
2015,8,8,0,79.57,0.9,78.98,1.55
2015,8,8,1,79.52,0.83,68.5,1.5
2015,8,8,2,79.49,0.84,60.32,1.53
2015,8,8,3,79.49,0.9,59.21,1.59
2015,8,8,4,79.53,0.91,58.36,1.65
2015,8,8,5,79.56,0.91,60.56,1.63
2015,8,8,6,79.59,1.16,78.69,1.66
2015,8,8,7,79.64,2.2,103.35,2.42
2015,8,8,8,79.68,2.78,109.2,3.1
2015,8,8,9,79.69,3.14,114.59,3.46
2015,8,8,10,79.68,3.47,120.26,3.76
2015,8,8,11,79.64,3.81,124.05,4.14
2015,8,8,12,79.58,4.07,124.27,4.45
2015,8,8,13,79.52,4.17,121.99,4.62
2015,8,8,14,79.48,4.07,119.81,4.54
2015,8,8,15,79.48,3.69,118.19,4.14
2015,8,8,16,79.5,3.13,115.92,3.57
2015,8,8,17,79.53,2.24,114.25,2.75
2015,8,8,18,79.58,1.41,108.43,2.09
2015,8,8,19,79.64,1.19,105.58,1.69
2015,8,8,20,79.71,0.98,99.61,1.31
2015,8,8,21,79.76,0.79,88.87,1.07
2015,8,8,22,79.78,0.64,84.43,0.91
2015,8,8,23,79.75,0.41,77.83,0.58
2015,8,9,0,79.67,0.29,61.39,0.51
2015,8,9,1,79.6,0.22,53.53,0.38
2015,8,9,2,79.55,0.31,53.13,0.51
2015,8,9,3,79.55,0.58,49.4,0.94
2015,8,9,4,79.59,0.75,30.86,1.13
2015,8,9,5,79.63,0.6,28.55,0.86
2015,8,9,6,79.67,0.43,37.69,0.77
2015,8,9,7,79.72,0.92,97.31,1.23
2015,8,9,8,79.75,1.76,103.6,2.09
2015,8,9,9,79.76,2.42,105.16,2.83
2015,8,9,10,79.75,3.07,109.31,3.47
2015,8,9,11,79.7,3.52,111.49,3.9
2015,8,9,12,79.63,3.75,112.02,4.12
2015,8,9,13,79.56,3.8,111.23,4.11
2015,8,9,14,79.5,3.63,108.82,3.89
2015,8,9,15,79.48,3.2,105.43,3.41
2015,8,9,16,79.48,2.62,100.64,2.86
2015,8,9,17,79.51,1.55,92.6,2.09
2015,8,9,18,79.57,0.85,65.08,1.36
2015,8,9,19,79.62,0.69,38.56,1.11
2015,8,9,20,79.68,0.77,36.75,1.24
2015,8,9,21,79.72,0.9,43.24,1.43
2015,8,9,22,79.72,1.03,49.64,1.61
2015,8,9,23,79.68,1.05,55.01,1.63
2015,8,10,0,79.61,1.04,57.26,1.62
2015,8,10,1,79.54,1.08,58.96,1.66
2015,8,10,2,79.49,1.02,56.19,1.56
2015,8,10,3,79.48,0.94,49.04,1.41
2015,8,10,4,79.49,0.8,39.45,1.17
2015,8,10,5,79.52,0.66,28.39,0.97
2015,8,10,6,79.56,0.61,33.49,0.9
2015,8,10,7,79.62,1.35,89.01,1.68
2015,8,10,8,79.68,2.55,101.14,2.99
2015,8,10,9,79.7,3.17,104.41,3.54
2015,8,10,10,79.69,3.66,107.0,3.96
2015,8,10,11,79.65,4.04,108.12,4.32
2015,8,10,12,79.59,4.32,109.45,4.6
2015,8,10,13,79.52,4.46,109.99,4.77
2015,8,10,14,79.46,4.36,109.34,4.71
2015,8,10,15,79.44,4.05,107.98,4.42
2015,8,10,16,79.44,3.46,107.05,3.89
2015,8,10,17,79.47,2.57,105.35,3.22
2015,8,10,18,79.53,1.9,104.04,2.81
2015,8,10,19,79.59,1.91,104.72,3.03
2015,8,10,20,79.66,1.76,103.6,2.88
2015,8,10,21,79.71,1.51,103.46,2.61
2015,8,10,22,79.73,1.28,110.31,2.13
2015,8,10,23,79.7,1.24,114.95,2.3
2015,8,11,0,79.64,1.27,111.21,2.55
2015,8,11,1,79.59,1.48,100.3,2.91
2015,8,11,2,79.57,1.61,90.28,2.89
2015,8,11,3,79.6,1.63,88.08,2.72
2015,8,11,4,79.63,1.39,78.94,2.24
2015,8,11,5,79.67,0.93,67.31,1.63
2015,8,11,6,79.7,1.01,76.61,1.27
2015,8,11,7,79.76,1.47,82.99,1.61
2015,8,11,8,79.8,2.5,91.97,2.95
2015,8,11,9,79.8,3.94,99.01,4.63
2015,8,11,10,79.79,4.8,100.98,5.52
2015,8,11,11,79.75,5.2,101.61,5.96
2015,8,11,12,79.68,5.34,102.25,6.09
2015,8,11,13,79.62,5.22,101.65,5.93
2015,8,11,14,79.56,4.92,99.87,5.58
2015,8,11,15,79.54,4.42,97.83,5.01
2015,8,11,16,79.54,3.81,95.89,4.36
2015,8,11,17,79.57,2.79,92.73,3.57
2015,8,11,18,79.62,1.71,81.05,2.9
2015,8,11,19,79.68,1.57,68.94,2.62
2015,8,11,20,79.73,1.43,64.83,2.43
2015,8,11,21,79.77,1.46,66.72,2.52
2015,8,11,22,79.77,1.7,72.9,2.67
2015,8,11,23,79.75,1.73,75.59,2.6
2015,8,12,0,79.69,1.67,73.69,2.52
2015,8,12,1,79.64,1.56,69.48,2.37
2015,8,12,2,79.61,1.43,61.34,2.29
2015,8,12,3,79.61,1.41,56.75,2.41
2015,8,12,4,79.63,1.31,53.75,2.34
2015,8,12,5,79.67,1.31,57.16,2.39
2015,8,12,6,79.72,1.61,68.92,2.53
2015,8,12,7,79.77,2.33,83.66,2.86
2015,8,12,8,79.8,3.04,90.59,3.59
2015,8,12,9,79.8,3.82,97.75,4.35
2015,8,12,10,79.78,4.53,101.23,5.07
2015,8,12,11,79.74,4.98,102.51,5.54
2015,8,12,12,79.67,5.14,103.19,5.69
2015,8,12,13,79.6,5.06,102.66,5.58
2015,8,12,14,79.54,4.84,101.16,5.36
2015,8,12,15,79.52,4.52,99.64,5.06
2015,8,12,16,79.53,4.05,98.32,4.63
2015,8,12,17,79.57,3.09,96.53,3.92
2015,8,12,18,79.63,2.46,92.36,3.74
2015,8,12,19,79.68,2.44,89.45,3.55
2015,8,12,20,79.73,2.37,87.54,3.4
2015,8,12,21,79.76,2.26,85.43,3.22
2015,8,12,22,79.76,1.98,82.06,2.97
2015,8,12,23,79.72,1.68,77.38,2.76
2015,8,13,0,79.65,1.42,69.08,2.58
2015,8,13,1,79.6,1.3,62.82,2.44
